Prompt Number,Model Name,Gravity (Score),Gravity (Explanation),Support and Balance (Score),Support and Balance (Explanation),Containment (Score),Containment (Explanation),Occlusion & Perspective (Score),Occlusion & Perspective (Explanation),Deformation & Materials (Score),Deformation & Materials (Explanation),Causal Logic (Score),Causal Logic (Explanation),Spatial Relationship (Score),Spatial Relationship (Explanation),Object Count (Score),Object Count (Explanation),Object Identity (Score),Object Identity (Explanation),Size & Proportion (Score),Size & Proportion (Explanation),Consistency (Score),Consistency (Explanation),"Shadows, Lighting, Detail (Score)","Shadows, Lighting, Detail (Explanation)",Entity Interactions (Score),Entity Interactions (Explanation),Literal Interpretation (Score),Literal Interpretation (Explanation),Conceptual Understanding (Score),Conceptual Understanding (Explanation),Total,Maximum,Score (%)
25,Dalle3,2,Gravity is followed,2,Realistic,2,Water well contained,2,Realistic,2,"Realistic water, mud, grass/tree",1,"Smaller water body joining bigger water body, speed changes while reaching the bigger water body. The extreme speed and wave is unrealistic. ",2,Realistic and logical,2,1 smaller water body + 1 bigger water body + land mass,1,Waves make the smaller water body to be confusing ,2,Realistic,2,Realistic,2,Realistic,1,Unrealistic waves,2,Small water body meets large water body,1,"Smaller water body joining bigger water body, speed doesn’t change however while reaching the bigger water body",26,30,86.6666666666667
25,Gemini 2.5 Flash,2,Gravity is followed,2,Realistic,2,Water well contained,2,Realistic,2,"Realistic water, mud, grass/tree",2,"Smaller water body joining bigger water body, speed changes while reaching the bigger water body",2,Realistic and logical,2,1 smaller water body + 1 bigger water body + land mass,2,Realistic sea,2,Realistic,2,Realistic,2,Realistic,2,Realistic interaction as expected,2,Small water body meets large water body,2,"Smaller water body joining bigger water body, speed changes while reaching the bigger water body",30,30,100
25,SD3 Med,2,Gravity is followed,2,Realistic,2,Water well contained,2,Realistic,2,"Realistic water, mud, grass/tree",0,No interaction,2,Realistic and logical,1,1 bigger water body + land mass,2,Realistic sea,2,Realistic,2,Realistic,2,Realistic,2,Realistic interaction between the water body and land mass,0,No meeting of two water bodies depicted,0,"No smaller and bigger water body meeting, just one large water body",23,30,76.6666666666667
26,Dalle3,2,Gravity is followed,2,Realistic,2,Contained,2,Realistic,2,Realistic,0,Not how clocks work - incorrect number of hands,2,Realistic and logical,0,"No 1-24 clock, Digits are not legible",1,"No 1-24 clock, Digits are not legible, Looks like a clock but only two hands",2,Realistic,0,Illegible numbers,2,Realistic,N/A,,0,No understanding of the prompt instructions,0,Not even how clocks work,17,28,60.7142857142857
26,Gemini 2.5 Flash,0,Looks like clock is floating against the background,2,Realistic,2,Contained,2,Realistic,2,Realistic,0,"Not how clocks work - incorrect number of hands, incorrect ordering of numbers",2,Realistic and logical,0,"No 1-24 clock, Digits are not legible",1,"No 1-24 clock, Digits are not legible, Looks like a clock but 3 or 4 hands",2,Realistic,0,Illegible numbers or unordered numbers,2,Realistic,N/A,,0,No understanding of the prompt instructions,0,Not even how clocks work,15,28,53.5714285714286
26,SD3 Med,2,Gravity is followed,2,Realistic,2,Contained,2,Realistic,2,Realistic,0,Not how clocks work - incorrect number of hands,1,Distance between the digits is not even,0,"No 1-24 clock, Digits are not legible",1,"No 1-24 clock, Digits are not legible, Looks like a clock but only two hands",2,Realistic,0,Illegible numbers,2,Realistic,N/A,,0,No understanding of the prompt instructions,0,Not even how clocks work,16,28,57.1428571428571
27,Dalle3,1,"Ball is floating, Box is sitting upright",1,"Ball is floating, Box is sitting upright",N/A,,1,Perspective is slightly off,2,Realistic,0,Ball rolling down the floor will not be floating,2,Realistic and logical,2,1 Ball + 1 Black Box,1,"Doesn’t look like a black box, but a block",2,Realistic,1,Floor tiling changed mid-way,0,Unrealistic lighting and shadows,0,Ball if rolling will not be floating,0,Ball is not rolling but rather floating,0,"Ball is not rolling but rather floating, requires at least a point of contact with the floor",13,28,46.4285714285714
27,Gemini 2.5 Flash,2,Ball and Box is sitting upright,2,Ball and Box are sitting upright,N/A,,2,Realistic,2,Realistic,2,Ball is rolling,2,Realistic and logical,2,1 Ball + 1 Black Box,2,Ball and black box clearly identifiable,2,Realistic,2,No inconsistency,0,Unrealistic lighting and shadows,2,Ball’s halo effect creates rolling effect,2,As expected,2,Ball rolling down the floor requires contact with the floor and some effect,26,28,92.8571428571429
27,SD3 Med,2,Ball and Box is sitting upright,2,Ball and Box are sitting upright,N/A,,1,Perspective is slightly off,2,Realistic,1,Ball looks static,2,Realistic and logical,2,1 Ball + 1 Black Box,2,Ball and black box clearly identifiable,2,Realistic,1,Wall and floor color and heights changed,2,Realistic,0,Static ball so no interaction,1,Ball is not rolling but rather looks static,0,Ball rolling down the floor requires contact with the floor but no motion effect,20,28,71.4285714285714
28,Dalle3,0,"Ball is floating, Box is sitting upright",1,"Ball is floating, Box is sitting upright",N/A,,2,Realistic,0,Unrealistic deformation on the ball and box that looks like made from cardboard and debris flying around where debris looks like rocks/stones,0,"Collision is depicted but not realistic between ball and box, especially the flying debris",0,Line of motion drawn in the image and the ball’s current direction doesn’t align since the box open,1,1 Ball + 1 Box + Debris,1,Ball and cardboard box clearly identifiable but debris looks like it’s made of stone,2,Realistic,0,The debris origination is inconsistent,0,Unrealistic lighting and shadows,0,"The angle the ball is wrt the box and the line of motion is unrealistic, especially given that the box is open",1,Collision effect even if it’s not a realistic interpretation,1,Realistic collision is not shown,9,28,32.1428571428571
28,Gemini 2.5 Flash,2,Ball and Box is sitting upright,0,Ball and Box are floating,N/A,,2,Realistic,0,Unrealistic deformation on the ball from a small collision that looks a with paper box and debris flying,0,Collision is depicted but not realistic between ball and box,2,Realistic and logical,2,1 Ball + 1 Black Box,2,Ball and black box clearly identifiable,1,Realistic sizing of ball and box but not the size of the flying debris,1,The debris origination is inconsistent,1,Unrealistic lighting,0,"Both the ball and box reactions to collisions is unrealistic. Only the ball is having halo, which means the box might be static",2,As expected from a collision,1,Realistic collision is not shown,16,28,57.1428571428571
28,SD3 Med,2,Ball and Box is sitting upright,0,Ball inside Box in an illogical position,0,Ball is contained in an unrealistic position,1,Perspective is slightly off,0,Unrealistic deformation on the box that looks like made from cardboard,0,Ball looks static,2,Realistic and logical,2,1 Ball + 1 Black Box,1,Ball and cardboard box clearly identifiable but box shape is not regular,2,Realistic,0,The shape of the cardboard box is inconsistent from a box,0,Unrealistic lighting and shadows,0,Static ball so no interaction,0,No collision,0,Collision is not shown,10,30,33.3333333333333
29,Dalle3,2,Gravity is followed,2,Box is upright,N/A,,1,The area of contact with the cardboard and ball is not rightly shown,0,Unrealistic deformation on the ball and box given the materials is rubber and cardboard box,1,"If rubber ball hits a cardboard box, the box might cave inwards depending on the impact but still wouldn’t be giving such an effect to the ball",2,Realistic and logical,2,1 Ball + 1 Cardboard Box,1,Doesn’t look like a rubber ball. Cardboard box looks realistic,2,Realistic,1,The collision effect is exaggerated,1,Incorrect shadows,1,Artistic collision,1,Collision effect even if it’s not a realistic interpretation and texture of the ball doesn’t look that of rubber,0,Realistic collision is not shown for the given materials,17,28,60.7142857142857
29,Gemini 2.5 Flash,2,Ball and Box is sitting upright,2,Ball and Box are sitting upright,N/A,,1,The area of contact with the cardboard and ball is not rightly shown,0,Unrealistic deformation on the ball and box given the materials is rubber and cardboard box,1,"If rubber ball hits a cardboard box, the box might cave inwards depending on the impact but still wouldn’t be giving such an effect to the ball",2,Realistic and logical,2,1 Ball + 1 Cardboard Box,2,Rubber ball and cardboard box clearly identifiable,2,Realistic,1,The collision effect is exaggerated,1,Incorrect shadows,1,Artistic collision,1,Collision effect even if it’s not a realistic interpretation and texture of the ball doesn’t look that of rubber,0,Realistic collision is not shown for the given materials,18,28,64.2857142857143
29,SD3 Med,1,Box is sitting upright but ball is floating,1,Floating ball is not supported,N/A,,2,Realistic,0,"No deformation on either from the collision if happened, also the ball’s texture doesn’t look that of rubber",0,Ball looks static and no collision effect shown,1,Realistic and logical but ball is floating,2,1 Ball + 1 Cardboard Box,1,"Doesn’t look like a rubber ball because of the texture. Cardboard box looks realistic, however, not it’s shape/structure",2,Realistic,1,The shape of the cardboard box is inconsistent from a box,1,Incorrect shadows,0,No interaction between the ball and the box,1,"Even though there’s a rubber ball and cardboard box, there’s no collision",0,Realistic collision is not shown for the given materials,13,28,46.4285714285714
30,Dalle3,0,"Milk is flying, ball is sitting upright",2,Glass and ball is sitting upright,0,Milk flying is not possible,2,Realistic,2,Realistic,0,Ball hitting the glass wouldn’t cause this reaction. The ball isn’t even touching the glass.,0,Ball is not in contact with the glass,1,1 Ball + 1 Glass of milk + Milk outside,2,Realistic,1,Proportion of the milk against the glass is unrealistic. Unrealistic size of glass if the ball is a fully sized basket ball.,0,Milk flying around the ball is inconsistent.,1,Unrealistic shadows,0,Ball isn’t touching the glass so no interaction possible,0,Ball is not rolling and not even touching the glass,0,No understanding of impact of hitting a glass by a ball,11,30,36.6666666666667
30,Gemini 2.5 Flash,0,"Glass is flying which could be from the impact, however, ball is rolling so should be in contact with the floor following gravity",0,Glass is falling down and ball is in a floating position which is not realistically possible,1,"The milk flying can be likely from the impact of the collision, however, the drops on the floor isn’t possibly due to the collision",1,Milk is flying through the glass which isn’t possible,0,Milk is flying through the glass which isn’t possible,1,"Direction of glass falling isn’t in alignment with the position of ball wrt the glass. However, the reaction of glass of milk is realistic.",0,Direction of glass falling isn’t in alignment with the position of ball wrt the glass.,2,1 Ball + 1 Glass of milk,2,Realistic,2,Realistic,0,Milk flying out through the glass is inconsistent and not realistically possible,1,Realistic lighting and but incorrect shadows,1,The reaction of milk inside the glass is realistic however not the direction of the fall of the glass,1,"Ball is not rolling, just floating and there’s a realistic reaction if a ball was to hit the glass",2,"If a ball were to hit the glass, the glass would tilt and fall and the milk would spill/fly depending on the force. ",14,30,46.6666666666667
30,SD3 Med,1,Glass is sitting upright but ball is floating,1,Glass is sitting upright however ball is floating,1,Small milk drops around the glass is not possible,2,Realistic,2,Realistic,0,No interaction,0,Ball is not in contact with the glass,2,1 Ball + 1 Glass of milk,2,Realistic,2,Realistic,1,Small white drops around the glass is inconsistent as the glass is upright and milk inside the glass hasn’t shown any movement,2,Realistic,0,Ball isn’t touching the glass so no interaction possible,0,"Ball is not rolling, just floating and it’s not even hitting the glass",0,No understanding of impact of hitting a glass by a ball,16,30,53.3333333333333
31,Dalle3,1,Some mercury is flowing upwards in the glass,N/A,,0,Mercury is not fully contained in the glass bulb,2,Realistic,2,Realistic,0,Doesn’t show the correct mercury levels at 4 Degree Celsius,0,"Incorrect numbers, ordering and spacings between markings",2,1 thermometer,1,"Object can be identified or assumed as a thermometer however, the markings are incorrect. ",2,Realistic,0,Markings are inconsistent,N/A,,N/A,,0,The thermometer never shows the exact reading and without the mercury being all over it isn’t really a thermometer,0,No understanding how thermometer presents a reading and also understand limitations of different types of thermometers,10,24,41.6666666666667
31,Gemini 2.5 Flash,2,Gravity is followed,N/A,,2,Contained,2,Realistic,1,The glass bulb’s material doesn’t look realistic,0,Doesn’t show the correct mercury levels at 4 Degree Celsius,0,"Incorrect numbers, ordering and spacings between markings",2,1 thermometer,1,"Object can be identified or assumed as a thermometer however, the markings are incorrect. ",2,Realistic,0,Markings are inconsistent,N/A,,N/A,,1,The thermometer shows a reading but not exact at 4 but 40,0,No understanding how thermometer presents a reading and also understand limitations of different types of thermometers,13,24,54.1666666666667
31,SD3 Med,2,Gravity is followed,N/A,,2,Contained,2,Realistic,2,Realistic,0,Doesn’t show the correct mercury levels at 4 Degree Celsius,0,"Incorrect numbers, ordering and spacings between markings",2,1 thermometer,1,"Object can be identified or assumed as a thermometer however, the markings are incorrect. ",2,Realistic,0,Markings are inconsistent,N/A,,N/A,,2,The thermometer shows “4” at the bottom,1,The thermometer is not measuring and showing as the one on the scale is for a different number not 4 and also understand limitations of different types of thermometers,16,24,66.6666666666667
32,Dalle3,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,2,Realistic,1,"Flying hot air balloon, no operator",1,Unrealistically close to the clouds,2,1 Hot air balloon with a carrier,1,"Ropes are not fully connected, no operator, no fire",2,Realistic,2,Consistent,0,Looks like artistic lighting with the sun behind the very thick grey clouds,0,Hot air balloon cannot fly in such a close proximity to thick clouds,2,Shows a hot air balloon as expected,1,Hot air balloon flying needs a person to operate,20,28,71.4285714285714
32,Gemini 2.5 Flash,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,2,Realistic,2,Flying hot air balloon,2,Realistic and logical,2,1 Hot air balloon with a carrier,2,Realistic hot air balloon,2,Realistic,2,Consistent,2,Realistic,2,Realistic interaction,2,Shows a hot air balloon as expected,2,Realistic hot air balloon is shown,28,28,100
32,SD3 Med,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,2,Realistic,2,Flying hot air balloon,2,Realistic and logical,2,1 Hot air balloon with a carrier,2,Realistic hot air balloon,2,Realistic,2,Consistent,2,Realistic,2,Realistic interaction,2,Shows a hot air balloon as expected,2,Realistic hot air balloon is shown,28,28,100
33,Dalle3,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,0,No magnetic properties displayed,0,"If two magnets are present, there should be some magnetic reaction",0,No attraction around the small metals lying around the magnet,0,"Only 1 magnet seen, others can be seen as mostly metals objects but no magnetic attraction/repulsion here",1,"Poles are not marked correctly, Small objects look like metals, Horseshoe magnet",2,Realistic,0,No attraction by the magnet towards the metal pieces,2,Realistic,0,No interaction,0,No two magnets,0,No understanding of magnet’s magnetic properties,11,28,39.2857142857143
33,Gemini 2.5 Flash,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,1,Some magnetic property of a magnet is display - repulsion but no attraction is displayed.,1,Magnetic properties - repulsion of similar poles but no attraction of the metal scraps.,2,Realistic,2,2 magnets and some metal scraps,1,Poles are incorrectly marked on the blue magnet,2,Realistic,0,Doesn’t look realistic because of the markings “1cm” and lines to indicate repulsion between the magnets,2,Realistic,1,Some repulsion can be assumed due to the drawings and “1cm” writing,2,2 magnets,0,No understanding of magnet’s magnetic properties,20,28,71.4285714285714
33,SD3 Med,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,1,Two button-shaped metals but no magnetic properties displayed,0,"If two magnets are present, there should be some magnetic reaction",2,Realistic,2,2 button metals,2,Could be two button magnets but no magnetic properties shown which can be case with button magnets in this placement,2,Realistic,2,No inconsistency,2,Realistic,0,No interaction,2,2 magnets,1,"Button magnets placed beside each might not show any magnetic reaction, but there’s nothing indicative that the two objects could be magnets",22,28,78.5714285714286
34,Dalle3,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,0,No magnetic properties displayed,0,"If two magnets are present, there should be some magnetic reaction",1,1 magnet just placed on a surface,1,Only 1 magnet,2,Clearly a horseshoe magnet with each half in different colors to differentiate the poles,2,Realistic,2,Consistent,2,Realistic,0,No interaction,0,No two magnets,0,No understanding of magnet’s magnetic properties,16,28,57.1428571428571
34,Gemini 2.5 Flash,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,1,Looks rigid like a metal but no magnetic properties displayed,0,"If two magnets are present, there should be some magnetic reaction",2,Realistic,2,Exactly 2 magnets,1,"Two U-shaped metals but in same color with metallic ends, however, the poles are not marked so can’t be fully sure if it’s a horseshoe magnet",2,Realistic,2,No inconsistency,2,Realistic,0,No interaction,2,2 magnets exactly,0,No understanding of magnet’s magnetic properties,20,28,71.4285714285714
34,SD3 Med,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,0,No magnetic and metallic properties ,0,"If two magnets are present, there should be some magnetic reaction",2,Realistic,2,Two button-shaped objects with some texts,0,"Can't be sure if the two are button magnets, contains text “Only Two!” “Magnets”",2,Realistic,0,Writings on the object instead of following the prompt,2,Realistic,0,No interaction,1,"2 buttons with “Only Two!” “Magnets” printed on them, can be a magnet or not",0,Not two magnets but just text,15,28,53.5714285714286
35,Dalle3,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,0,No magnetic properties displayed,0,"If two magnets are present, there should be some magnetic reaction",1,1 magnet just placed on a surface,1,Only 1 magnet,1,"Clearly a horseshoe magnet, but both halves in same color and poles are not marked",2,Realistic,2,Consistent,2,Realistic,0,No interaction,0,No two magnets,0,No understanding of magnet’s magnetic properties,15,28,53.5714285714286
35,Gemini 2.5 Flash,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,1,Looks rigid like a metal but no magnetic properties displayed,0,"If two magnets are present, there should be some magnetic reaction",2,Realistic,2,1 Horseshoe magnet & 1 bar magnet,1,"One U-shaped (in red) and one bar-shaped metals but in same color throughout, however, the poles are not marked so can’t be fully sure if it’s a magnet",2,Realistic,2,No inconsistency,2,Realistic,0,No interaction,2,2 different magnets,0,No understanding of magnet’s magnetic properties,20,28,71.4285714285714
35,SD3 Med,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,0,Metallic but no magnetic properties,0,"If two magnets are present, there should be some magnetic reaction",2,Realistic,1,Two metallic bars,1,"Two metallic bars, nothing indicative of magnetic properties",2,Realistic,2,No inconsistency,2,Realistic,0,No interaction,0,"Not different magnets, both are of same type",0,Not two different types of magnets and there’s also nothing indicative of the metal’s magnetic properties if it’s a magnet,16,28,57.1428571428571
36,Dalle3,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,0,No magnetic properties displayed,0,"If two magnets are present, there should be some magnetic reaction",1,1 magnet just placed on a surface,1,Only 1 magnet,1,"Clearly a horseshoe magnet, but both halves in same color and poles are not marked",2,Realistic,2,Consistent,2,Realistic,0,No interaction,0,No two magnets,0,No understanding of magnet’s magnetic properties,15,28,53.5714285714286
36,Gemini 2.5 Flash,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,1,Looks rigid like a metal but no magnetic properties displayed,0,"If two magnets are present, there should be some magnetic reaction",2,Realistic,2,2 horseshoe magnets,1,"Two U-shaped metals but in same color, however, the poles are not marked so can’t be fully sure if it’s a horseshoe magnet",2,Realistic,2,No inconsistency,2,Realistic,0,No interaction,2,2 horseshoe magnets,0,No understanding of magnet’s magnetic properties,20,28,71.4285714285714
36,SD3 Med,2,Gravity is followed,2,Realistic,N/A,,2,Realistic,0,Metallic and not solid but no magnetic properties,0,Only one magnet present,2,Realistic,0,1 metallic horseshoe,0,"Metallic horseshoe, isn’t a horseshoe magnet",2,Realistic,0,Not a horseshoe magnet,2,Realistic,0,No interaction,0,"Not a horseshoe magnet, but just a horseshoe",0,No understanding of what a “horseshoe magnet” is,12,28,42.8571428571429
37,Dalle3,N/A,,N/A,,N/A,,1,"Realistic mostly but there are two moons, the closer moon is also bigger",N/A,,0,No orbital path shown to show revolution and it’s movement,0,"2 moons and earth, the size and distance is illogical",0,2 moons + 1 earth,2,Earth and moon clearly identifiable,0,Size of moon is too large against the earth,0,2 moons make it inconsistent,1,Lighting is not realistic,0,No interaction,0,One earth and two moons is unrealistic,0,Revolution to show by some orbit and also that earth has only one moon,4,22,18.1818181818182
37,Gemini 2.5 Flash,N/A,,N/A,,N/A,,2,Realistic,N/A,,0,No orbital path shown to show revolution and it’s movement,0,Moon is too close to the earth,2,1 moon + 1 earth,2,Earth and moon clearly identifiable,0,Size of moon is too large against the earth,2,"Consistent that the same halves are dark, some stars in the background",1,"Lighting is not realistic, no light shown to illuminate Earth and moon",1,Partially shows sun by the light that shows it’s interaction with both earth and sun,2,Moon and earth in very close proximity to each other,1,Revolution to show by some orbit but it partially shows sun by the light that shows it’s interaction with both earth and sun,13,22,59.0909090909091
37,SD3 Med,N/A,,N/A,,N/A,,1,Moon is hidden also not sure what’s the perspective here,N/A,,0,No moon visible,0,No moon visible,0,1 earth,1,"Only blue water body here, doesn’t look like earth",0,No moon visible,0,Looks a blue ball with some white patches in a black background,1,Lighting is not realistic,0,No interaction,0,No moon,0,No moon,3,22,13.6363636363636
38,Dalle3,N/A,,N/A,,N/A,,0,"Unrealistic, two earths and moons",N/A,,0,"No movement here, too many objects",0,The arrangement is illogical and unrealistic given the items and it’s size,0,2 moons + 2 earths,2,Earths and moons are clearly identifiable,0,Size of moon is too large against the earth,0,Two earths and moons make the scene look inconsistent,1,Lighting is not realistic,0,No interaction,0,Two earths and two moons is unrealistic,0,No understanding of earth and moon’s relationship,3,22,13.6363636363636
38,Gemini 2.5 Flash,N/A,,N/A,,N/A,,2,Realistic,N/A,,0,Nothing indicative of rotation of moon,0,Moon is too close to the earth,2,1 moon + 1 earth,2,Earth and moon clearly identifiable,0,Size of moon is too large against the earth,2,"Consistent that the same halves are dark, some stars in the background",1,"Lighting is not realistic, no light shown to illuminate Earth and moon",0,No interaction,2,Moon and earth in very close proximity to each other,1,Static and nothing to show that rotation of moon,12,22,54.5454545454545
38,SD3 Med,N/A,,N/A,,N/A,,1,Moon is hidden also not sure what’s the perspective here,N/A,,0,No moon visible,0,No moon visible,0,1 earth,0,"No proper landmass shown, only blue water body here, doesn’t look like earth",0,No moon visible,0,Looks a blue ball with some white patches in a black background,1,Lighting is not realistic,0,No interaction,0,No moon,0,No moon,2,22,9.09090909090909
39,Dalle3,0,Not a possible scene,0,Not a possible scene,N/A,,0,Realistic perspective but the view of earth and another moon/planet in the background looks unrealistic,2,Moon’s surface looks realistic with big craters,0,Unrealistic for the statue to be on the moon’s surface,0,The statue is in the earth not on the moon,1,"Another planet and light source behind the earth is not realistic but one earth, statue of liberty and moon’s surface is shown",1,Statue of Liberty is not something on moon,2,Realistic,0,"The statue, the stars, planet, the light behind all seems too unrealistic. There’s also grass around the statue.",1,Lighting is unrealistic but the detailing is realistic to all the elements,0,No interaction,0,"Statue of Liberty in Earth is viewed from the moon, however, here the statue is on the moon",0,"Statue of Liberty in Earth is viewed from the moon, which when realistically viewed wouldn’t be able to pinpoint as it’s just a big planet",7,28,25
39,Gemini 2.5 Flash,N/A,,2,As balanced and realistic,N/A,,0,"Unrealistic perspective, moon is in light so the same top half should be the part that’s lit up in earth",2,Moon’s surface looks realistic with big craters,2,"Realistic that from the moon’s surface, the statue isn’t really visible",2,Realistic and logical,2,Earth and Moon,2,Realistic,2,Realistic sizing,2,Realistic,2,Realistic,1,Some interaction is implied as with earth and moon,2,"Statue of Liberty in Earth is viewed from the moon, which when realistically viewed wouldn’t be able to pinpoint as it’s just a big planet",2,"Statue of Liberty in Earth is viewed from the moon, which when realistically viewed wouldn’t be able to pinpoint as it’s just a big planet",23,26,88.4615384615385
39,SD3 Med,0,Not a possible scene,0,Not a possible scene,N/A,,0,Unrealistic,0,Earth’s surface doesn’t look realistic,1,Understanding that the statue is in earth but this is not the view no matter how much realistically you zoom to the earth from the moon,0,Unrealistic,1,Earth and Statue of Liberty but no moon,1,"Earth’s surface doesn’t look realistic, no moon shown as well",0,The statue is unrealistically huge as if it’s protruding out into the space,0,The landmasses and the statue is inconsistent with a view from the moon,0,Lighting is unrealistic,0,No interaction,0,Unrealistic view of the statue,0,"Statue of Liberty in Earth is viewed from the moon, which when realistically viewed wouldn’t be able to pinpoint as it’s just a big planet",3,28,10.7142857142857
40,Dalle3,2,Gravity is followed,2,Balanced structure for both the table and the chair,N/A,,2,Realistic,1,Some deformation on the chair’s leg,N/A,,2,Realistic and logical,2,1 table + 1 chair,2,Realistic wooden table and chair,2,Realistic,1,Design of the chair is inconsistent,1,Incorrect shadows but detailing of the chair and table is quite good,2,Chair is sitting realistically between the legs of the table,2,As expected - a chair beside a table,2,"Realistic chair and table in a realistic scene, scene is as expected setting where a table and chair is beside",23,26,88.4615384615385
40,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced structure for both the table and the chair,N/A,,2,Realistic,2,Wooden chair and table,N/A,,2,Realistic and logical,2,1 table + 1 chair,2,Realistic wooden table and chair,2,Realistic,2,Consistent,2,Realistic,2,Chair is sitting realistically between the legs of the table,2,As expected - a chair beside a table,2,"Realistic chair and table in a realistic scene, scene is as expected setting where a table and chair is beside",26,26,100
40,SD3 Med,1,Gravity is followed but some floating objects,0,"The table and chair is not in a balanced structure with some missing legs, body etc. and some floating",N/A,,0,Parts of chairs and table that are hidden are not rendered fully,2,Wooden chair and table,N/A,,1,The arrangement of chairs wrt the table is okay however the arrangement of the legs is an issue,1,Multiple chairs and tables,1,"The table in focus has more than 4 legs, all of the chairs has less than 4 legs",2,Realistic,1,"Not very realistic because of multiple tables and chairs in the background, the incomplete rendering of chairs and tables is also an issue",0,"Poor detailing, no shadows",2,Chairs are between the table legs as expected off a dining table,1,Multiple chairs around a table,2,"Realistic chair and table in a realistic scene, scene is as expected setting where a table and chair is beside",14,26,53.8461538461538
41,Dalle3,2,Gravity is followed,2,Balanced structure,2,Both water and fish is contained in the glass,2,Realistic,2,"Realistic transparent glass, water, fish",2,"Glass is a transparent material, the tumbler is an common choice of container when “glass” is mentioned. Water to have some ripples/bubbles with movement",2,Fish in the middle of the glass,2,1 Fish + 1 Glass of water,2,Realistic,2,Realistic,1,The reflections on the glass is unrealistic,1,Lighting looks realistic but the detailing on the glass is unrealistic. Bubbles inside the water is realistic.,2,Bubbles in the water shows fish’s interaction with water,2,Fish floating inside a glass of water,1,"Fish is swimming around in water would generate some movement inside, however only bubbles are there no ripples.",27,30,90
41,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced structure,2,Both water and fish is contained in the glass,2,Realistic,1,"Realistic transparent glass, water, fish; the vertical ripple in water is unrealistic",2,"Glass is a transparent material, the tumbler is an common choice of container when “glass” is mentioned. Water to have some ripples/bubbles with movement",2,Fish in the middle of the glass,2,1 Fish + 1 Glass of water,1,Ripple in middle is unrealistic for water,2,Realistic,1,Vertical ripple is unrealistic,2,"Lighting and shadows look realistic, detailing on the glass is also realistic",2,Ripples in the water shows fish’s interaction with water,2,Fish floating inside a glass of water,1,"Fish is swimming around in water would generate some movement inside, however the ripple is unrealistic and cannot be associated to swimming",26,30,86.6666666666667
41,SD3 Med,2,Gravity is followed,2,Balanced structure,2,Both water and fish is contained in the glass,1,Yellow element at the bottom that looks like a possible reflection or a stone displacing water,1,"Realistic transparent glass, water, fish. However, the element at bottom seem to be displacing water and generating a splash",2,"Glass is a transparent material, the tumbler is an common choice of container when “glass” is mentioned. Water to have some ripples/bubbles with movement",2,Fish in the middle of the glass,2,1 Fish + 1 Glass of water,2,Realistic,2,Realistic,1,Yellow reflection or stone is unrealistic,1,Realistic fish but the reflections inside the glass looks unrealistic,2,"Fish floating in water, no bubbles or ripples inside the water, but some ripples or movement on top layer of water",2,Fish floating inside a glass of water,1,"Fish is swimming around in water would generate some ripples in the top layer, and some bubbles",25,30,83.3333333333333
42,Dalle3,2,Gravity is followed,2,Balanced structure,2,Both water and fish is contained in the glass,2,Realistic reflections and depth,2,Glass and water,2,Aquarium made of glass,2,Realistic arrangements ,2,Some fish + Some water plants + Soil + Water + Glass aquarium,1,"Some fishes not fully rendered with all parts, Filter is not connected properly. Fish and plants as expected.",0,"Unrealistic, fish size is smaller than the aquarium but the aquarium is almost as big as the room, touching the ceiling lamps",1,Fish not fully rendered leads to inconsistency,0,Unrealistic lighting and shadows,2,Realistic movements like bubbling can be seen inside the water,2,Some fish in an aquarium is rendered,2,No unrealistic overlaps etc happen,24,30,80
42,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced structure,2,Both water and fish is contained in the glass,2,Realistic reflections and depth,2,Glass and water,2,Aquarium made of glass,2,Realistic arrangements ,2,Some fish + Some water plants + Soil + Water + Glass aquarium,1,"Water is too still except at the top part of ripples, Fish and plants as expected.",2,Realistic sizing,2,Consistent,2,Realistic,1,Water is too still,2,Some fish in an aquarium is rendered,2,No unrealistic overlaps etc happen,28,30,93.3333333333333
